no,time,src,src_port,dst,dst_port,protocol,length,info
319,10.268326,192.168.80.16,46377,192.168.80.17,445,TCP,1514,"46377 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208529 TSecr=81755 [TCP segment of a reassembled PDU]"
320,10.268331,192.168.80.17,445,192.168.80.16,46377,TCP,66,445 -> 46377 [ACK] Seq=1 Ack=1581 Win=66560 Len=0 TSval=81758 TSecr=2580208499
321,10.268921,192.168.80.16,46377,192.168.80.17,445,TCP,90,"46377 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208530 TSecr=81758 [TCP segment of a reassembled PDU]"
322,10.269057,192.168.80.17,445,192.168.80.16,46377,TCP,66,445 -> 46377 [ACK] Seq=1 Ack=3053 Win=66560 Len=0 TSval=81758 TSecr=2580208529
323,10.269293,192.168.80.16,36257,192.168.80.17,445,TCP,1514,36257 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208531 TSecr=81755 [TCP segment of a reassembled PDU]
324,10.269345,192.168.80.16,36257,192.168.80.17,445,TCP,1514,"36257 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208531 TSecr=81755 [TCP segment of a reassembled PDU]"
325,10.269502,192.168.80.17,445,192.168.80.16,36257,TCP,66,445 -> 36257 [ACK] Seq=1 Ack=3029 Win=66560 Len=0 TSval=81758 TSecr=2580208500
326,10.270173,192.168.80.16,36257,192.168.80.17,445,TCP,90,"36257 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208531 TSecr=81758 [TCP segment of a reassembled PDU]"
327,10.270406,192.168.80.16,42313,192.168.80.17,445,TCP,1514,42313 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208532 TSecr=81755 [TCP segment of a reassembled PDU]
328,10.270546,192.168.80.17,445,192.168.80.16,42313,TCP,66,445 -> 42313 [ACK] Seq=1 Ack=1581 Win=66560 Len=0 TSval=81758 TSecr=2580208500
329,10.270886,192.168.80.16,42313,192.168.80.17,445,TCP,1514,"42313 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208532 TSecr=81755 [TCP segment of a reassembled PDU]"
330,10.271213,192.168.80.16,42313,192.168.80.17,445,TCP,90,"42313 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208533 TSecr=81758 [TCP segment of a reassembled PDU]"
331,10.271349,192.168.80.17,445,192.168.80.16,42313,TCP,66,445 -> 42313 [ACK] Seq=1 Ack=3053 Win=66560 Len=0 TSval=81758 TSecr=2580208532
332,10.27197,192.168.80.16,38397,192.168.80.17,445,TCP,1514,38397 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208533 TSecr=81755 [TCP segment of a reassembled PDU]
333,10.27212,192.168.80.17,445,192.168.80.16,38397,TCP,66,445 -> 38397 [ACK] Seq=1 Ack=1581 Win=66560 Len=0 TSval=81758 TSecr=2580208502
334,10.272307,192.168.80.16,38397,192.168.80.17,445,TCP,1514,"38397 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208533 TSecr=81755 [TCP segment of a reassembled PDU]"
335,10.272725,192.168.80.16,38397,192.168.80.17,445,TCP,90,"38397 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208534 TSecr=81758 [TCP segment of a reassembled PDU]"
336,10.27287,192.168.80.17,445,192.168.80.16,38397,TCP,66,445 -> 38397 [ACK] Seq=1 Ack=3053 Win=66560 Len=0 TSval=81758 TSecr=2580208533
337,10.273111,192.168.80.16,45021,192.168.80.17,445,TCP,1514,45021 -> 445 [ACK] Seq=133 Ack=1 Win=64256 Len=1448 TSval=2580208534 TSecr=81755 [TCP segment of a reassembled PDU]
338,10.273353,192.168.80.17,445,192.168.80.16,45021,TCP,66,445 -> 45021 [ACK] Seq=1 Ack=1581 Win=66560 Len=0 TSval=81758 TSecr=2580208503
339,10.27356,192.168.80.16,45021,192.168.80.17,445,TCP,1514,"45021 -> 445 [PSH, ACK] Seq=1581 Ack=1 Win=64256 Len=1448 TSval=2580208534 TSecr=81755 [TCP segment of a reassembled PDU]"
340,10.274092,192.168.80.16,45021,192.168.80.17,445,TCP,90,"45021 -> 445 [PSH, ACK] Seq=3029 Ack=1 Win=64256 Len=24 TSval=2580208535 TSecr=81758 [TCP segment of a reassembled PDU]"
341,10.27422,192.168.80.17,445,192.168.80.16,45021,TCP,66,445 -> 45021 [ACK] Seq=1 Ack=3053 Win=66560 Len=0 TSval=81758 TSecr=2580208534
342,10.274468,192.168.80.16,33757,192.168.80.17,445,TCP,1219,"33757 -> 445 [PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208536 TSecr=81756 [TCP segment of a reassembled PDU]"
343,10.275065,192.168.80.16,38671,192.168.80.17,445,TCP,1219,"38671 -> 445 [PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208536 TSecr=81757 [TCP segment of a reassembled PDU]"
344,10.275634,192.168.80.16,38491,192.168.80.17,445,TCP,1219,"38491 -> 445 [PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208537 TSecr=81757 [TCP segment of a reassembled PDU]"
345,10.276481,192.168.80.16,41991,192.168.80.17,445,TCP,1219,"41991 -> 445 [PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208538 TSecr=81757 [TCP segment of a reassembled PDU]"
346,10.277197,192.168.80.16,38293,192.168.80.17,445,TCP,1219,"38293 -> 445 [PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208538 TSecr=81758 [TCP segment of a reassembled PDU]"
347,10.277624,192.168.80.16,46377,192.168.80.17,445,TCP,1219,"46377 -> 445 [PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208539 TSecr=81758 [TCP segment of a reassembled PDU]"
348,10.278067,192.168.80.16,42313,192.168.80.17,445,TCP,1219,"42313 -> 445 [PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208539 TSecr=81758 [TCP segment of a reassembled PDU]"
349,10.278242,192.168.80.16,38397,192.168.80.17,445,TCP,1219,"38397 -> 445 [PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208540 TSecr=81758 [TCP segment of a reassembled PDU]"
350,10.278415,192.168.80.16,45021,192.168.80.17,445,TCP,1219,"45021 -> 445 [PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208540 TSecr=81758 [TCP segment of a reassembled PDU]"
351,10.279641,192.168.80.16,37997,192.168.80.17,445,TCP,66,"37997 -> 445 [FIN, ACK] Seq=67848 Ack=521 Win=64128 Len=0 TSval=2580208541 TSecr=81756"
352,10.27994,192.168.80.17,445,192.168.80.16,37997,TCP,66,445 -> 37997 [ACK] Seq=521 Ack=67849 Win=65280 Len=0 TSval=81759 TSecr=2580208541
353,10.280567,192.168.80.16,45037,192.168.80.17,445,TCP,1219,"45037 -> 445 [FIN, PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208542 TSecr=81756 [TCP segment of a reassembled PDU]"
354,10.280724,192.168.80.17,445,192.168.80.16,45037,TCP,66,445 -> 45037 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81759 TSecr=2580208513
355,10.280851,192.168.80.17,445,192.168.80.16,45037,TCP,54,"445 -> 45037 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
356,10.280876,192.168.80.16,33757,192.168.80.17,445,TCP,66,"33757 -> 445 [FIN, ACK] Seq=4206 Ack=1 Win=64256 Len=0 TSval=2580208542 TSecr=81756"
357,10.280995,192.168.80.16,46399,192.168.80.17,445,TCP,1219,"46399 -> 445 [FIN, PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208542 TSecr=81756 [TCP segment of a reassembled PDU]"
358,10.280999,192.168.80.17,445,192.168.80.16,33757,TCP,66,445 -> 33757 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81759 TSecr=2580208536
359,10.281072,192.168.80.17,445,192.168.80.16,46399,TCP,66,445 -> 46399 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81759 TSecr=2580208515
360,10.28113,192.168.80.17,445,192.168.80.16,46399,TCP,54,"445 -> 46399 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
361,10.281177,192.168.80.16,38671,192.168.80.17,445,TCP,66,"38671 -> 445 [FIN, ACK] Seq=4206 Ack=1 Win=64256 Len=0 TSval=2580208542 TSecr=81757"
362,10.2812,192.168.80.17,445,192.168.80.16,33757,TCP,54,"445 -> 33757 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
363,10.281479,192.168.80.17,445,192.168.80.16,38671,TCP,66,445 -> 38671 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81759 TSecr=2580208536
364,10.281584,192.168.80.17,445,192.168.80.16,38671,TCP,54,"445 -> 38671 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
365,10.281679,192.168.80.16,46793,192.168.80.17,445,TCP,1219,"46793 -> 445 [FIN, PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208543 TSecr=81757 [TCP segment of a reassembled PDU]"
366,10.281767,192.168.80.17,445,192.168.80.16,46793,TCP,66,445 -> 46793 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81759 TSecr=2580208519
367,10.281822,192.168.80.17,445,192.168.80.16,46793,TCP,54,"445 -> 46793 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
368,10.281966,192.168.80.16,40065,192.168.80.17,445,TCP,1219,"40065 -> 445 [FIN, PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208543 TSecr=81757 [TCP segment of a reassembled PDU]"
369,10.282057,192.168.80.17,445,192.168.80.16,40065,TCP,66,445 -> 40065 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81759 TSecr=2580208519
370,10.282107,192.168.80.17,445,192.168.80.16,40065,TCP,54,"445 -> 40065 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
371,10.282403,192.168.80.17,445,192.168.80.16,37997,TCP,54,"445 -> 37997 [RST, ACK] Seq=521 Ack=67849 Win=0 Len=0"
372,10.282421,192.168.80.16,37219,192.168.80.17,445,TCP,1219,"37219 -> 445 [FIN, PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208544 TSecr=81757 [TCP segment of a reassembled PDU]"
373,10.282528,192.168.80.17,445,192.168.80.16,37219,TCP,66,445 -> 37219 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81759 TSecr=2580208521
374,10.282719,192.168.80.16,38491,192.168.80.17,445,TCP,66,"38491 -> 445 [FIN, ACK] Seq=4206 Ack=1 Win=64256 Len=0 TSval=2580208544 TSecr=81757"
375,10.282855,192.168.80.17,445,192.168.80.16,38491,TCP,66,445 -> 38491 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81759 TSecr=2580208537
376,10.282918,192.168.80.17,445,192.168.80.16,38491,TCP,54,"445 -> 38491 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
377,10.283056,192.168.80.16,38951,192.168.80.17,445,TCP,1219,"38951 -> 445 [FIN, PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208544 TSecr=81757 [TCP segment of a reassembled PDU]"
378,10.283176,192.168.80.17,445,192.168.80.16,38951,TCP,66,445 -> 38951 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81759 TSecr=2580208522
379,10.28324,192.168.80.17,445,192.168.80.16,37219,TCP,54,"445 -> 37219 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
380,10.283301,192.168.80.17,445,192.168.80.16,38951,TCP,54,"445 -> 38951 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
381,10.283503,192.168.80.16,42577,192.168.80.17,445,TCP,1219,"42577 -> 445 [FIN, PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208545 TSecr=81757 [TCP segment of a reassembled PDU]"
382,10.283641,192.168.80.17,445,192.168.80.16,42577,TCP,66,445 -> 42577 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81759 TSecr=2580208523
383,10.28384,192.168.80.16,43009,192.168.80.17,445,TCP,1219,"43009 -> 445 [FIN, PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208545 TSecr=81757 [TCP segment of a reassembled PDU]"
384,10.284029,192.168.80.17,445,192.168.80.16,43009,TCP,66,445 -> 43009 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81759 TSecr=2580208524
385,10.284164,192.168.80.17,445,192.168.80.16,43009,TCP,54,"445 -> 43009 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
386,10.284594,192.168.80.16,41991,192.168.80.17,445,TCP,66,"41991 -> 445 [FIN, ACK] Seq=4206 Ack=1 Win=64256 Len=0 TSval=2580208546 TSecr=81757"
387,10.284746,192.168.80.17,445,192.168.80.16,41991,TCP,66,445 -> 41991 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81759 TSecr=2580208538
388,10.284939,192.168.80.17,445,192.168.80.16,41991,TCP,54,"445 -> 41991 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
389,10.285522,192.168.80.16,38293,192.168.80.17,445,TCP,66,"38293 -> 445 [FIN, ACK] Seq=4206 Ack=1 Win=64256 Len=0 TSval=2580208547 TSecr=81758"
390,10.285643,192.168.80.16,46377,192.168.80.17,445,TCP,66,"46377 -> 445 [FIN, ACK] Seq=4206 Ack=1 Win=64256 Len=0 TSval=2580208547 TSecr=81758"
391,10.285711,192.168.80.17,445,192.168.80.16,38293,TCP,66,445 -> 38293 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81760 TSecr=2580208538
392,10.285813,192.168.80.17,445,192.168.80.16,46377,TCP,66,445 -> 46377 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81760 TSecr=2580208539
393,10.285858,192.168.80.17,445,192.168.80.16,46377,TCP,54,"445 -> 46377 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
394,10.285934,192.168.80.17,445,192.168.80.16,38293,TCP,54,"445 -> 38293 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
395,10.28606,192.168.80.16,36257,192.168.80.17,445,TCP,1219,"36257 -> 445 [FIN, PSH, ACK] Seq=3053 Ack=1 Win=64256 Len=1153 TSval=2580208547 TSecr=81758 [TCP segment of a reassembled PDU]"
396,10.286173,192.168.80.17,445,192.168.80.16,36257,TCP,66,445 -> 36257 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81760 TSecr=2580208531
397,10.286238,192.168.80.17,445,192.168.80.16,36257,TCP,54,"445 -> 36257 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
398,10.286513,192.168.80.16,42313,192.168.80.17,445,TCP,66,"42313 -> 445 [FIN, ACK] Seq=4206 Ack=1 Win=64256 Len=0 TSval=2580208548 TSecr=81758"
399,10.286749,192.168.80.16,38397,192.168.80.17,445,TCP,66,"38397 -> 445 [FIN, ACK] Seq=4206 Ack=1 Win=64256 Len=0 TSval=2580208548 TSecr=81758"
400,10.28691,192.168.80.16,45021,192.168.80.17,445,TCP,66,"45021 -> 445 [FIN, ACK] Seq=4206 Ack=1 Win=64256 Len=0 TSval=2580208548 TSecr=81758"
401,10.287221,192.168.80.17,445,192.168.80.16,42313,TCP,66,445 -> 42313 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81760 TSecr=2580208539
402,10.287266,192.168.80.17,445,192.168.80.16,38397,TCP,66,445 -> 38397 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81760 TSecr=2580208540
403,10.287292,192.168.80.17,445,192.168.80.16,45021,TCP,66,445 -> 45021 [ACK] Seq=1 Ack=4207 Win=65280 Len=0 TSval=81760 TSecr=2580208540
404,10.28735,192.168.80.17,445,192.168.80.16,42577,TCP,54,"445 -> 42577 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
405,10.28743,192.168.80.17,445,192.168.80.16,38397,TCP,54,"445 -> 38397 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
406,10.287493,192.168.80.17,445,192.168.80.16,45021,TCP,54,"445 -> 45021 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
407,10.288237,192.168.80.17,445,192.168.80.16,42313,TCP,54,"445 -> 42313 [RST, ACK] Seq=1 Ack=4207 Win=0 Len=0"
408,10.461455,192.168.80.17,49161,192.168.80.16,4444,TCP,66,49161 -> 4444 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1
409,10.461624,192.168.80.16,4444,192.168.80.17,49161,TCP,66,"4444 -> 49161 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM=1 WS=128"
410,10.461747,192.168.80.17,49161,192.168.80.16,4444,TCP,54,49161 -> 4444 [ACK] Seq=1 Ack=1 Win=65536 Len=0
411,10.573875,192.168.80.16,4444,192.168.80.17,49161,TCP,60,"4444 -> 49161 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=4"
412,10.574664,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=5 Ack=1 Win=64256 Len=1460
413,10.574692,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=1465 Ack=1 Win=64256 Len=1460
414,10.574702,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=2925 Ack=1 Win=64256 Len=1460
415,10.574718,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=4385 Ack=1 Win=64256 Len=1460
416,10.574728,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,"4444 -> 49161 [PSH, ACK] Seq=5845 Ack=1 Win=64256 Len=1460"
417,10.574797,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=7305 Ack=1 Win=64256 Len=1460
418,10.574806,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=8765 Ack=1 Win=64256 Len=1460
419,10.574812,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=10225 Ack=1 Win=64256 Len=1460
420,10.574826,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,"4444 -> 49161 [PSH, ACK] Seq=11685 Ack=1 Win=64256 Len=1460"
421,10.593796,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=13145 Ack=1 Win=64256 Len=1460
422,10.609906,192.168.80.17,49161,192.168.80.16,4444,TCP,54,49161 -> 4444 [ACK] Seq=1 Ack=14605 Win=59648 Len=0
423,10.610088,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=14605 Ack=1 Win=64256 Len=1460
424,10.610122,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=16065 Ack=1 Win=64256 Len=1460
425,10.610136,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=17525 Ack=1 Win=64256 Len=1460
426,10.610147,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=18985 Ack=1 Win=64256 Len=1460
427,10.610158,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=20445 Ack=1 Win=64256 Len=1460
428,10.610174,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=21905 Ack=1 Win=64256 Len=1460
429,10.610187,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=23365 Ack=1 Win=64256 Len=1460
430,10.610189,192.168.80.17,49161,192.168.80.16,4444,TCP,54,49161 -> 4444 [ACK] Seq=1 Ack=20445 Win=54016 Len=0
431,10.610198,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,"4444 -> 49161 [PSH, ACK] Seq=24825 Ack=1 Win=64256 Len=1460"
432,10.610273,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=26285 Ack=1 Win=64256 Len=1460
433,10.610285,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=27745 Ack=1 Win=64256 Len=1460
434,10.610294,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=29205 Ack=1 Win=64256 Len=1460
435,10.610302,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=30665 Ack=1 Win=64256 Len=1460
436,10.61031,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=32125 Ack=1 Win=64256 Len=1460
437,10.610317,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=33585 Ack=1 Win=64256 Len=1460
438,10.610325,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=35045 Ack=1 Win=64256 Len=1460
439,10.610333,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,"4444 -> 49161 [PSH, ACK] Seq=36505 Ack=1 Win=64256 Len=1460"
440,10.610457,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=37965 Ack=1 Win=64256 Len=1460
441,10.61047,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=39425 Ack=1 Win=64256 Len=1460
442,10.610487,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=40885 Ack=1 Win=64256 Len=1460
443,10.610502,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=42345 Ack=1 Win=64256 Len=1460
444,10.610516,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,"4444 -> 49161 [PSH, ACK] Seq=43805 Ack=1 Win=64256 Len=1460"
445,10.610565,192.168.80.17,49161,192.168.80.16,4444,TCP,54,49161 -> 4444 [ACK] Seq=1 Ack=26285 Win=48128 Len=0
446,10.610618,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=45265 Ack=1 Win=64256 Len=1460
447,10.610636,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=46725 Ack=1 Win=64256 Len=1460
448,10.610647,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=48185 Ack=1 Win=64256 Len=1460
449,10.610658,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=49645 Ack=1 Win=64256 Len=1460
450,10.610671,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=51105 Ack=1 Win=64256 Len=1460
451,10.610694,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=52565 Ack=1 Win=64256 Len=1460
452,10.610707,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=54025 Ack=1 Win=64256 Len=1460
453,10.610719,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,"4444 -> 49161 [PSH, ACK] Seq=55485 Ack=1 Win=64256 Len=1460"
454,10.61084,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=56945 Ack=1 Win=64256 Len=1460
455,10.610859,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=58405 Ack=1 Win=64256 Len=1460
456,10.610872,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=59865 Ack=1 Win=64256 Len=1460
457,10.610885,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=61325 Ack=1 Win=64256 Len=1460
458,10.610898,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=62785 Ack=1 Win=64256 Len=1460
459,10.61094,192.168.80.16,4444,192.168.80.17,49161,TCP,1350,"4444 -> 49161 [PSH, ACK] Seq=64245 Ack=1 Win=64256 Len=1296"
460,10.611033,192.168.80.17,49161,192.168.80.16,4444,TCP,54,49161 -> 4444 [ACK] Seq=1 Ack=65541 Win=8704 Len=0
461,10.611383,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=65541 Ack=1 Win=64256 Len=1460
462,10.611407,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=67001 Ack=1 Win=64256 Len=1460
463,10.611418,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=68461 Ack=1 Win=64256 Len=1460
464,10.611431,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=69921 Ack=1 Win=64256 Len=1460
465,10.611477,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=71381 Ack=1 Win=64256 Len=1460
466,10.611492,192.168.80.16,[TCP,192.168.80.17,Full],TCP,1458,"[TCP Window Full] 4444 -> 49161 [PSH, ACK] Seq=72841 Ack=1 Win=64256 Len=1404"
467,10.618637,192.168.80.17,[TCP,192.168.80.16,49161,TCP,54,[TCP ZeroWindow] 49161 -> 4444 [ACK] Seq=1 Ack=74245 Win=0 Len=0
468,10.651385,192.168.80.17,[TCP,192.168.80.16,Update],TCP,54,[TCP Window Update] 49161 -> 4444 [ACK] Seq=1 Ack=74245 Win=65536 Len=0
469,10.651589,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=74245 Ack=1 Win=64256 Len=1460
470,10.65163,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=75705 Ack=1 Win=64256 Len=1460
471,10.651688,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=77165 Ack=1 Win=64256 Len=1460
472,10.651704,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=78625 Ack=1 Win=64256 Len=1460
473,10.651714,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=80085 Ack=1 Win=64256 Len=1460
474,10.651722,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=81545 Ack=1 Win=64256 Len=1460
475,10.651731,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=83005 Ack=1 Win=64256 Len=1460
476,10.651739,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,"4444 -> 49161 [PSH, ACK] Seq=84465 Ack=1 Win=64256 Len=1460"
477,10.651859,192.168.80.17,49161,192.168.80.16,4444,TCP,54,49161 -> 4444 [ACK] Seq=1 Ack=77165 Win=62720 Len=0
478,10.65198,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=85925 Ack=1 Win=64256 Len=1460
479,10.652022,192.168.80.16,4444,192.168.80.17,49161,TCP,1514,4444 -> 49161 [ACK] Seq=87385 Ack=1 Win=64256 Len=1460
